STATE,YEAR,ENROLL,TOTAL_REVENUE,FEDERAL_REVENUE,STATE_REVENUE,LOCAL_REVENUE,TOTAL_EXPENDITURE,INSTRUCTION_EXPENDITURE,SUPPORT_SERVICES_EXPENDITURE,OTHER_EXPENDITURE,CAPITAL_OUTLAY_EXPENDITURE,log_total_exp,log_federal_rev,log_state_rev,log_local_rev,log_instruction_exp,log_support_services_exp,log_other_exp,log_capital_outlay_exp
Mississippi,1999,502382,2532681,339359,1374920,818402,2811852,1377699,730765,181454,455812,14.8493538989487,12.7348138230709,14.133906105572,13.6151089374093,14.135925274185,13.5018472096188,12.1087574570386,13.0298357227837
Missouri,1999,911563,6238901,403205,2964597,2871099,6228001,3267404,1780317,354185,615448,15.6445659725012,12.9072003964561,14.9022516621205,14.8702054412673,14.9995063437888,14.3923019962998,12.7775746544787,13.3301057368784
Montana,1999,159813,1049369,115211,466300,467858,1026263,590589,313874,40088,69898,13.8414346071472,11.6545205087965,13.0525844827964,13.0559201100556,13.2888756229915,12.6567469104731,10.5988323166396,11.1547923155093
Nebraska,1999,290383,2212104,150963,805824,1255317,2062226,1127843,541116,85361,244788,14.539296539881,11.924790052659,13.5996206353614,14.0428986882941,13.9358175169559,13.2013889525893,11.3546446009961,12.408147808811
Nevada,1999,311063,2089048,92027,1324474,672547,2298474,1038564,642090,65517,448757,14.6477559824394,11.4298372912357,14.0965259574525,13.4188272764919,13.8533495477466,13.3724837597627,11.0900649299329,13.0142368175488
New Hampshire,1999,201252,1498286,58224,127705,1312357,1491560,859115,401938,46962,84168,14.2153331100862,10.9720529198519,11.7574781955219,14.0873353151312,13.6636580686064,12.9040531268509,10.7570940430329,11.3405700804881
New Jersey,1999,1257772,14977501,534670,5870448,8572383,14927302,7900043,4702475,536974,1113055,16.5187024432055,13.189405013135,15.5854415091646,15.9640563149321,15.8823787604604,15.3635995238221,13.1937049551866,13.9226190450296
New Mexico,1999,328715,2068337,277349,1509815,281173,2098998,998467,688769,104374,276238,14.5569706459676,12.5330319199243,14.2274976847291,12.546725417239,13.8139763817175,13.4426612252757,11.5557358812689,12.5290180919566
New York,1999,2850352,30215370,1794853,12605931,15814586,31841870,18323434,7913623,893364,3309820,17.2762926483716,14.4004336824006,16.3496779754562,16.5764432366998,16.7236913450594,15.884096262694,13.7027493915879,15.0124043652099
North Carolina,1999,1244926,8476795,557142,5558333,2361320,8674393,4434300,2202906,472499,1365695,15.9758859101675,13.2305754235818,15.5308088011278,14.6747313426734,15.3048803258683,14.6052879557865,13.0657909095116,14.1271740145337
North Dakota,1999,114546,770094,92078,287048,390968,756337,380850,192729,53045,73822,13.5362423230328,11.4303913229166,12.5674047281442,12.8763809941861,12.8501608758009,12.1690403360738,10.8788958888934,11.2094120691457
Ohio,1999,1834379,14507056,787687,6041429,7677940,13865260,7115101,4550926,681105,1206274,16.4448969891101,13.5768560818101,15.6141511313321,15.8538618399773,15.7777299847672,15.330841286704,13.4314717582684,14.0030468278105
Oklahoma,1999,628522,3788901,333408,2158427,1297066,3817848,1934516,1155058,366350,320344,15.1551974710557,12.7171222442119,14.5848902736235,14.0756153486654,14.4753677239595,13.9596611171274,12.8113444395881,12.6771506973772
Oregon,1999,541436,4080653,284390,2299646,1496617,4172435,2184194,1385373,152102,328891,15.2440103562063,12.558101814549,14.6482657560101,14.2187177856445,14.5967574397408,14.1414799754245,11.9323066274049,12.7034816678623
Pennsylvania,1999,1787430,16361921,919648,5963486,9478787,17113809,8562120,4564230,650115,1843095,16.6553962394444,13.7317462671162,15.6011657673835,16.064566912458,15.9628583810058,15.3337603830852,13.3849045492997,14.4269567817152
Rhode Island,1999,153710,1358566,77904,568748,711914,1289045,792559,382899,51755,28611,14.0694121920955,11.2632325784225,13.2511927327576,13.475712396582,13.583022229912,12.855526525814,10.8542763248179,10.261546538247
South Carolina,1999,652731,4365352,342400,2278900,1744052,4610436,2222890,1306221,266738,702407,15.3438329875072,12.7437349232497,14.6392034283709,14.3717216995203,14.614318709041,14.0826487934919,12.4940221822102,13.4622682870848
South Dakota,1999,131728,825851,84745,295753,445353,838078,425090,228657,33934,123444,13.6388664538916,11.3474020264522,12.5972799254916,13.0066225051122,12.9600561901935,12.3399783430939,10.4321727406029,11.723542890919
Tennessee,1999,893842,5059587,417870,2369846,2271871,5446555,3008844,1369969,291537,669601,15.5104938566819,12.9429256583502,14.6783355320971,14.6361142790422,14.9170665098016,14.1302986698111,12.5829222063919,13.4144372915852
Texas,1999,3933017,26096023,2161662,10802214,13132147,27883593,13486659,7594544,1306137,3970379,17.1435490092977,14.5863879282342,16.1952616710848,16.3905737515708,16.4172115325729,15.8429406527099,14.0825844837763,15.1943721141017
Utah,1999,478814,2425600,174299,1481463,769838,2448591,1314796,568221,188105,312833,14.7110233150455,12.068527494257,14.2085406709961,13.5539353820845,14.0891920784798,13.2502657065366,12.1447555965414,12.6534247808099
Vermont,1999,100348,1147600,52814,677199,417587,1129982,508426,261788,24725,44146,13.9377122613581,10.8745315860631,13.4257204525714,12.9422481847978,13.1390749578238,12.475290294891,10.1155701564909,10.6952576017012
Virginia,1999,1122858,8331336,418359,3512788,4400189,8335873,4360356,2423486,441515,875124,15.9360788077345,12.9440951945795,15.0719205821455,15.2971580525114,15.2880642633681,14.7007175574817,12.997967273534,13.6821208695849
Washington,1999,999616,7288143,486500,4696554,2105089,7489129,3644065,2163836,330124,1053316,15.8289630603469,13.0949921806082,15.3623396062746,14.5598683044899,15.1086103747441,14.5873931304944,12.7072236204392,13.8674538410634
West Virginia,1999,296551,2190420,188865,1355717,645838,2169432,1216907,637240,146453,155822,14.5899759401018,12.1487877531039,14.1198410236363,13.3783039773219,14.0118229516298,13.3649016296868,11.8944598368532,11.9564696091253
Wisconsin,1999,878983,7415243,323924,4051567,3039752,7875805,4082725,2218556,249719,986589,15.8793059596739,12.6882641993579,15.2146142778312,14.9272864911073,15.2222752155965,14.6123670917633,12.4280915646826,13.8020088183176
Wyoming,1999,94420,780875,57983,408271,314621,739019,390565,237461,24829,71423,13.5130789100193,10.9679051431171,12.919686448579,12.6591240188089,12.8753496876751,12.3777586784465,10.1197676038289,11.1763752253069
Alabama,2000,730184,4885917,425978,3003814,1456125,5003267,2551713,1319053,395909,663903,15.4256016570255,12.9621429807255,14.9153933725058,14.1912893557021,14.7522754563076,14.0924246128482,12.8889396658492,13.4058913334499
Alaska,2000,132822,1313510,199520,774194,339796,1386904,717725,417637,46782,184546,14.1425844827703,12.2036697609139,13.5595777671602,12.7361007165203,13.4838417663074,12.9423679131582,10.7532537925377,12.1256540338803
Arizona,2000,814807,5479168,534619,2481089,2463460,5397194,2488932,1573568,270671,768425,15.5013897468506,13.1893096226465,14.7242081346625,14.7170774237732,14.7273642607676,14.2688562103139,12.5086593401998,13.5520982444852
Arkansas,2000,450751,2844855,254735,2126099,464021,2683400,1531232,804253,138220,146666,14.8025952051385,12.4479790680953,14.5697994031216,13.0476850888049,14.241583198104,13.5976691752777,11.8366018976454,11.8959131717615
California,2000,5941946,46628207,4024940,26877920,15725347,45829753,23514388,12429070,2269603,5849441,17.6404440669879,15.2080205618914,17.1068156896728,16.57078442708,16.9731230470817,16.3355486417015,14.6351154842947,15.5818566590868
Colorado,2000,707436,5073266,266207,2083318,2723741,5444193,2539372,1674044,191201,782711,15.5100600939987,12.4920294806154,14.5494723730174,14.8175168609675,14.7474273643304,14.330752814035,12.1610805097113,13.5705188136101
Connecticut,2000,530363,5884078,234321,2298931,3350826,5605280,3189123,1634888,180639,369278,15.5392195686376,12.3644472491607,14.6479547902458,15.0247174405727,14.9752565153331,14.3070848584381,12.1042558434957,12.8193050269026
Delaware,2000,112743,1098555,69540,716375,312640,1040480,571982,313410,42630,79176,13.855192703103,11.1496574055619,13.481959051854,12.6528076478366,13.2568628013353,12.6552675164997,10.6603135097593,11.2794285015765
District of Columbia,2000,70762,881423,184825,0,696598,858807,318260,429891,23107,87549,13.6632994958618,12.1271647104253,-Inf,13.4539637658218,12.6706239377642,12.971286967164,10.0478908809085,11.3799539156042
Florida,2000,2377271,17558787,1398757,8804217,7355813,17180954,7751117,5113323,1151140,2792662,16.6593120026643,14.151094543064,15.9907413692121,15.8110014429585,15.8633475199762,15.4473600443727,13.9562633136696,14.8425058207764
Georgia,2000,1422941,11197766,710741,5406709,5080316,10884510,5701293,2931538,546396,1520834,16.2028512355604,13.4740633667528,15.5031511477925,15.4408840223444,15.5562035491853,14.8910377579495,13.2110992665677,14.2347694265608
Hawaii,2000,185860,1404895,127042,1247256,30597,1363511,765134,373038,109367,115972,14.1255735487087,11.7522730194301,14.036456496295,10.3286572439186,13.5478062608681,12.8294355701125,11.6024644781277,11.6611040616415
Idaho,2000,245226,1452222,109898,888384,453940,1467977,798629,425211,59735,153472,14.1993958204589,11.607307941864,13.6971593609348,13.0257203096995,13.5906517865006,12.960340795294,10.9976733922513,11.9412734189471
Illinois,2000,2003839,17595047,1283052,6344130,9967865,18073190,8738312,5245226,716792,2467748,16.7099401826823,14.0647521727843,15.6630405338901,16.114876976579,15.9832275939673,15.4728288875401,13.4825409798663,14.7188165518249
Indiana,2000,987214,8489991,426266,4300608,3763109,8518477,4143020,2373445,375026,841171,15.9577481269582,12.9628188435323,15.2742669660172,15.1407560354064,15.2369355484676,14.679853044175,12.8347506358824,13.6425502476563
Iowa,2000,497301,3822452,217060,1879158,1726234,3974813,1906755,1104075,260900,353405,15.1954882609388,12.287929092,14.4463343621409,14.3614527150168,14.4609134022861,13.9145184382943,12.4718924711248,12.7753699870416
Kansas,2000,469377,3518271,221530,2201788,1094953,3327090,1661540,1092448,209338,206141,15.0176086060324,12.3083132994767,14.6047803155173,13.9062219979371,14.3232554411184,13.9039316075651,12.2517054495274,12.2363156796511
Kentucky,2000,646467,4330089,426956,2612740,1290393,4510972,2345581,1284053,260400,515109,15.3220232093218,12.9644362424048,14.7759100370645,14.0704573811039,14.6680436903688,14.0655320396387,12.4699741893166,13.1521338077365
Louisiana,2000,750755,4785331,556240,2361704,1867387,4807097,2601684,1384760,307212,414669,15.3856039255783,13.2289551347729,14.674893950359,14.4400506854569,14.7716694856373,14.1410373973894,12.6352933419927,12.935235890607
Maine,2000,209012,1792390,104497,761317,926576,1842276,1053067,474866,77649,143112,14.4265123217065,11.5569136418409,13.5428051072696,13.7392513504853,13.8672174168222,13.0707879379544,11.2599539501938,11.8713828194711
Maryland,2000,846582,7419047,409021,2804218,4205808,7355698,3874590,2189499,300044,760810,15.8109858089424,12.9215217784501,14.8466352701916,15.2519769851301,15.1699504087201,14.5991833084982,12.6116844095505,13.5421389341858
Massachusetts,2000,958907,9464271,480898,3926522,5056851,9466363,5624037,2503616,323913,533702,16.063255336484,13.0834104683883,15.1832646047357,15.4362545155189,15.5425602913984,14.7332466448095,12.6882302401984,13.1875929097387
Michigan,2000,1700074,15939477,1030238,9942275,4966964,16580526,7709336,5109653,742727,1866666,16.623739432138,13.8453004014749,16.1123064256847,15.4183193462275,15.8579426199112,15.4466420538076,13.5180838268407,14.4396645098943
Minnesota,2000,839839,7344747,330914,4265438,2748395,7736391,3825732,1942294,531329,901829,15.8614458577543,12.7096138018693,15.2660554300008,14.8265276628971,15.1572603794824,14.4793803066943,13.1831366940475,13.7121802023585
Mississippi,2000,499362,2743284,368830,1504225,870229,2996474,1524728,810371,183118,421075,14.9129468220531,12.8180911122586,14.2237883733666,13.6765116743857,14.2373265914598,13.6052474464787,12.1178860327669,12.9505662440666
Missouri,2000,913517,6675260,437898,3097822,3139540,6708608,3459281,1913563,374060,756817,15.718902035862,12.9897412855263,14.9462098418848,14.9595868503374,15.0565713219716,14.4644775072672,12.832171491337,13.5368767594696
Montana,2000,157381,1104935,130928,487115,486892,1051768,613132,327975,41385,57419,13.8659831156396,11.7824028327672,13.0962555138185,13.0957976115573,13.3263355261581,12.7006926649492,10.6306737753195,10.9581305379887
Nebraska,2000,287566,2263952,152143,812998,1298811,2165529,1188826,570910,94639,243866,14.5881752313735,11.932576147037,13.6084839285023,14.0769597885313,13.9884768235005,13.2549868580014,11.4578249322397,12.4043741730927
Nevada,2000,325610,2252416,110210,1378678,763528,2437438,1114489,695694,69965,428541,14.7064580456332,11.6101429156856,14.1366356269714,13.5457050761838,13.9239065618625,13.4526651874675,11.1557503959898,12.9681416950565
New Hampshire,2000,203178,1586869,54657,865318,666894,1640395,902062,445733,49746,130011,14.3104476244583,10.9088325732338,13.6708523484124,13.4103863917288,13.7124385328244,13.0074753970284,10.8146853373443,11.7753743412427
New Jersey,2000,1279542,15651060,578978,6093162,8978920,15907248,8244717,5041897,568802,1320024,16.5822854123794,13.2690197592875,15.6226777167649,16.0103901657851,15.9250831895541,15.4332929581199,13.2512876736394,14.0931604762155
New Mexico,2000,324489,2191695,296222,1571088,324385,2165031,1048533,727644,101479,255735,14.5879452380229,12.5988644521967,14.2672789309459,12.6896863609435,13.8629026023625,13.4975671965849,11.5276071595062,12.4518970310674
New York,2000,2861478,31906526,1938590,13766358,16201578,33683043,19856637,8377510,1057876,3266115,17.3325050936133,14.4774714626656,16.4377383477043,16.6006192028662,16.804048866895,15.9410612922664,13.8717736822632,14.9991117631603
North Carolina,2000,1261586,9064700,622184,5897936,2544580,9275837,4854623,2356589,479183,1385226,16.0429234049738,13.3409911479109,15.5901130171625,14.7494761648784,15.3954420047872,14.6727257925088,13.0798378493611,14.141373861187
North Dakota,2000,112349,812982,96940,303132,412910,802768,402602,204117,55808,81274,13.5958210346216,11.4818475093994,12.6219236331908,12.9309849305201,12.9057037598854,12.226448637833,10.9296725072687,11.3055814411899
Ohio,2000,1822566,15327834,843432,6425872,8058530,14909952,7497388,4889221,725617,1378528,16.5175394674198,13.6452345612395,15.6758428993808,15.9022417157152,15.830065251181,15.4025435440572,13.4947776063951,14.136526821173
Oklahoma,2000,627032,3906833,377776,2162799,1366258,3876871,1928222,1226386,387753,286261,15.1705389429502,12.8420567063567,14.5869137741263,14.1275861738995,14.4721088927521,14.0195821909495,12.8681238179528,12.5646592610599
Oregon,2000,542739,4369400,268568,2457202,1643630,4398318,2288931,1433944,148604,391189,15.2967327530764,12.5008594197119,14.7145338622061,14.312417768441,14.6435954543126,14.1759392477753,11.9090403288039,12.8769460981381
Pennsylvania,2000,1782444,17090654,1022578,6163912,9904164,17861852,8818088,4887123,681741,1851099,16.6981778234454,13.8378374476082,15.6342221988764,16.1084658327355,15.9923156244374,15.4021143447508,13.4324050993006,14.4312900747283
Rhode Island,2000,155351,1464820,81655,610999,772166,1388454,845667,421472,57496,30587,14.143701455904,11.3102583335108,13.3228506014912,13.5569548317989,13.6478809440796,12.9515086247988,10.9594706591483,10.3283303610705
South Carolina,2000,666780,4690418,366587,2420494,1903337,4961392,2426139,1418846,278840,716110,15.4171969044889,12.8119911527661,14.6994822095321,14.4591192194071,14.7018116628052,14.1653544231209,12.5383934196003,13.4815890654276
South Dakota,2000,130279,868161,105960,302405,459796,898609,443779,245481,36959,144296,13.7086032911478,11.570816943386,12.6195224575424,13.0385381918388,13.0030819697491,12.4109748301464,10.5175644691125,11.87962202435
Tennessee,2000,907222,5338531,462000,2429713,2446818,5805181,3166208,1471174,307022,743326,15.5742613526453,13.0433201700639,14.7032837013457,14.7102989628708,14.9680452153068,14.2015712794679,12.6346746852396,13.5188899892487
Texas,2000,3965971,28918934,2406972,12471856,14040106,31067935,15018072,8307904,1371714,4719976,17.2516868163346,14.6938800839597,16.3389851437904,16.457428506391,16.5247648338774,15.9327179087838,14.1315716107278,15.367314272803
Utah,2000,477835,2546642,189502,1507711,849429,2478420,1355794,596620,192296,270172,14.7231318183346,12.1521548575386,14.2261031646215,13.6523196380256,14.1198978185377,13.2990356737996,12.1667911305285,12.5068140721956
